,train,val,test
0,11-7007,15-3981,18-1009
1,11-13079,11-7072,18-5196
2,11-5184,14-6292,11-4785
3,11-11791,17-4944,15-9187
4,11-13652,15-12884,18-1778
5,12-13052,18-2250,11-9522
6,12-11142,14-18992,18-4219
7,12-14430,18-7241,11-11489
8,12-9468,15-18391,16-5275
9,12-11795,15-7889,14-20746
10,12-15483,15-18140,12-8444
11,13-2387,14-5041,14-8324
12,13-2682,,18-6152
13,13-17236,,15-3837
14,14-11184,,12-13694
15,14-3672,,
16,14-5459,,
17,14-8974,,
18,14-7175,,
19,14-19139,,
20,14-8746,,
21,14-14858,,
22,14-12342,,
23,14-5697,,
24,15-1058,,
25,15-15742,,
26,15-9067,,
27,15-20564,,
28,15-20812,,
29,15-14920,,
30,15-14684,,
31,15-3334,,
32,16-17586,,
33,17-7977,,
34,17-1796,,
35,17-6176,,
36,17-2867,,
37,16-4273,,
38,16-5829,,
39,16-9437,,
40,15-9536,,
41,15-16949,,
42,18-455,,
43,18-1719,,
44,18-2315,,
45,15-529,,
46,18-5989,,
47,18-6609,,
48,18-6616,,
